"Year","LEA","LEA Name","PublicSeniorInstitutions","PrivateSeniorInstitutions","CommunityTechnicalCollege","PrivateJuniorInstitutions","TradeBusinessNursing","Other","Total"
"2016","300","Davie County Schools","       169","        58","       143","*","         9","        62","       443"
"2016","310","Duplin County Schools","       135","        51","       307","         5","         5","        99","       602"
"2016","320","Durham Public Schools","       852","       317","       678","        16","        36","       385","     2,284"
"2016","32D","Kestrel Heights School","        26","        11","        19","*","*","        11","        71"
"2016","32L","Voyager Academy","        43","        20","        21","*","-","        11","        97"
"2016","32N","Research Triangle High School","        43","        26","        22","-","-","*","        95"
"2016","330","Edgecombe County Public Schools","       105","        36","       174","*","         7","        70","       394"
"2016","340","Winston Salem/Forsyth County Schools","     1,506","       468","     1,081","        14","        39","       536","     3,644"
"2016","34B","Quality Education Academy","         7","         6","         7","*","-","-","        23"
"2016","34D","Carter G Woodson School","        10","-","*","-","-","*","        13"
"2016","350","Franklin County Schools","       167","        69","       170","        30","*","       123","       563"
"2016","360","Gaston County Schools","       601","       218","       826","         6","        34","       500","     2,185"
"2016","36B","Piedmont Community Charter","        17","         5","        30","-","*","         8","        62"
"2016","36C","Mountain Island Charter","        14","        13","        16","-","*","         5","        49"
"2016","370","Gates County Schools","        22","        16","        55","-","         7","        40","       140"
"2016","380","Graham County Schools","        13","         6","        34","-","-","        18","        71"
"2016","390","Granville County Schools","       153","        67","       195","*","         9","       176","       604"
"2016","400","Greene County Schools","        48","        26","       154","-","-","        32","       260"
"2016","410","Guilford County Schools","     2,581","       613","     1,516","        19","        60","       672","     5,461"
"2016","41F","Triad Math and Science Academy","*","         8","         8","-","-","*","        24"
"2016","420","Halifax County Schools","        49","         5","        64","-","*","        42","       161"
"2016","421","Roanoke Rapids City Schools","        63","        33","        74","*","-","        50","       222"
"2016","422","Weldon City Schools","        37","        13","        24","*","-","*","        78"
"2016","430","Harnett County Schools","       318","       154","       469","        13","        11","       321","     1,286"
"2016","440","Haywood County Schools","       136","        41","       256","-","         5","        73","       511"
"2016","450","Henderson County Schools","       291","       115","       392","*","*","       171","       973"
"2016","460","Hertford County Schools","        92","        19","        43","-","-","        34","       188"
"2016","470","Hoke County Schools","       147","        29","       111","*","         6","       125","       419"
"2016","480","Hyde County Schools","        17","*","        18","-","-","        10","        48"
"2016","490","Iredell-Statesville Schools","       604","       168","       587","         8","*","       247","     1,617"
"2016","491","Mooresville Graded School District","       126","        43","       174","*","*","        56","       402"
"2016","49E","Pine Lake Preparatory","        69","        22","        19","-","*","*","       114"
"2016","500","Jackson County Public Schools","        74","         8","       112","-","*","        76","       271"
"2016","510","Johnston County Schools","       595","       267","       972","         8","        13","       470","     2,325"
"2016","51A","Neuse Charter School","         9","         6","        16","-","-","-","        31"
"2016","520","Jones County Schools","        12","*","        25","-","-","        27","        67"
"2016","530","Lee County Schools","       177","        57","       336","*","         6","       126","       706"
"2016","540","Lenoir County Public Schools","       116","        57","       328","*","*","       106","       611"
"2016","550","Lincoln County Schools","       258","       102","       387","*","        17","       125","       893"
"2016","55A","Lincoln Charter School","        58","        23","        21","-","*","*","       107"
"2016","560","Macon County Schools","        94","        16","       124","*","*","        82","       321"
"2016","570","Madison County Schools","        51","        17","        62","*","*","        42","       176"
"2016","580","Martin County Schools","        54","        23","        81","*","-","        23","       185"
"2016","58B","Bear Grass Charter School","*","         9","        25","-","-","*","        39"
"2016","590","McDowell County Schools","        81","        33","       209","*","*","        90","       417"
"2016","600","Charlotte-Mecklenburg Schools","     3,649","       869","     3,204","        46","        83","     1,269","     9,120"
"2016","60C","Kennedy Charter","         5","*","         7","-","-","*","        14"
"2016","60D","Lake Norman Charter","       120","        34","        21","*","*","*","       180"
"2016","60G","Queens Grant Community School","        16","        15","        68","-","*","         6","       106"
"2016","60H","Crossroads Charter High","*","-","         5","-","*","*","        10"
"2016","60I","Community School of Davidson","        70","        34","*","*","*","         9","       120"
"2016","60K","Charlotte Secondary School","         7","         7","        15","-","*","*","        34"
"2016","60U","Commonwealth High School","-","-","        16","-","-","         7","        23"
"2016","610","Mitchell County Schools","        34","*","        53","-","-","        38","       129"
"2016","620","Montgomery County Schools","        47","        20","       133","*","*","        85","       288"
"2016","630","Moore County Schools","       303","       105","       461","         6","*","       133","     1,011"
"2016","640","Nash-Rocky Mount Schools","       283","       122","       502","         8","         9","       139","     1,063"
"2016","64A","Rocky Mount Preparatory","        22","*","        28","-","-","        12","        66"
"2016","650","New Hanover County Schools","       703","       110","       632","*","         6","       215","     1,670"
"2016","660","Northampton County Schools","        17","        16","        47","-","*","        24","       106"
"2016","66A","Gaston College Preparatory","        51","        15","-","-","*","-","        67"
"2016","670","Onslow County Schools","       437","       153","       665","         7","        14","       344","     1,620"
"2016","680","Orange County Schools","       181","        92","       193","*","        11","        94","       572"
"2016","681","Chapel Hill-Carrboro City Schools","       472","       185","       131","         7","*","        62","       861"
"2016","690","Pamlico County Schools","        27","        13","        37","*","*","        33","       116"
"2016","700","Elizabeth City-Pasquotank Public Schools","       180","        16","       135","-","*","        63","       398"
"2016","710","Pender County Schools","       188","        35","       274","*","        11","        81","       590"
"2016","720","Perquimans County Schools","        37","         5","        60","-","-","        23","       125"
"2016","730","Person County Schools","        72","        29","       145","-","-","        46","       292"
"2016","73B","Roxboro Community School","        42","         8","        21","-","*","         5","        77"
"2016","740","Pitt County Schools","       568","        94","       702","        10","        14","       197","     1,585"
"2016","750","Polk County Schools","        52","        23","        68","-","*","        23","       168"
"2016","760","Randolph County School System","       263","       118","       603","*","        25","       215","     1,226"
"2016","761","Asheboro City Schools","        96","        28","       124","-","*","        36","       286"
"2016","76A","Uwharrie Charter Academy","        10","         7","        34","-","-","        15","        66"
"2016","770","Richmond County Schools","       127","        40","        57","       163","*","       101","       491"
"2016","780","Public Schools of Robeson County","       647","        58","       471","         6","         5","       355","     1,542"
"2016","790","Rockingham County Schools","       262","        66","       390","*","         5","       121","       846"
"2016","800","Rowan-Salisbury Schools","       365","       140","       491","*","        58","       291","     1,349"
"2016","810","Rutherford County Schools","        94","        45","       375","-","*","        70","       586"
"2016","81A","Thomas Jefferson Classical Academy","        38","        22","        15","-","-","*","        79"
"2016","81B","Lake Lure Classical Academy","        11","-","        11","*","-","*","        26"
"2016","820","Sampson County Schools","       120","        63","       229","*","         8","       121","       543"
"2016","821","Clinton City Schools","        59","        23","        86","-","-","        33","       201"
"2016","830","Scotland County Schools","       180","        19","       116","-","-","       103","       418"
"2016","840","Stanly County Schools","       138","        48","       276","*","         8","        80","       552"
"2016","84B","Gray Stone Day School","        62","        22","         5","-","-","*","        90"
"2016","850","Stokes County Schools","       131","        68","       236","-","         9","        87","       531"
"2016","860","Surry County Schools","       124","        47","       330","-","-","       106","       607"
"2016","861","Elkin City Schools","        37","        12","        45","-","*","         9","       105"
"2016","862","Mount Airy City Schools","        30","        17","        68","-","-","        10","       125"
"2016","870","Swain County Schools","        25","        15","        53","-","-","        29","       122"
"2016","880","Transylvania County Schools","        67","        39","        95","-","*","        59","       263"
"2016","890","Tyrrell County Schools","        13","*","        10","-","-","         5","        29"
"2016","900","Union County Public Schools","     1,373","       373","       816","        14","        35","       325","     2,936"
"2016","90A","Union Academy Charter School","        75","-","        31","-","-","*","       109"
"2016","910","Vance County Schools","       121","        38","       120","*","*","       164","       447"
"2016","920","Wake County Schools","     5,650","       852","     2,810","        54","        71","     1,098","    10,535"
"2016","92F","Franklin Academy","        46","        12","        24","-","*","        12","        95"
"2016","92G","East Wake Academy","        31","         5","        24","*","*","         6","        71"
"2016","92K","Raleigh Charter High School","        94","        30","         8","-","-","*","       135"
"2016","92P","Southern Wake Academy","         9","-","        21","-","-","*","        31"
"2016","92U","Longleaf School of the Arts","        12","         5","*","-","-","-","        20"
"2016","930","Warren County Schools","        73","        17","        27","*","-","        33","       151"
"2016","93A","Haliwa-Saponi Tribal School","-","-","        11","-","-","*","        12"
"2016","940","Washington County Schools","        26","         6","        43","-","-","        23","        98"
"2016","94Z","Northeast Regional School - Biotech//Agri","         9","*","-","-","-","-","        10"
"2016","950","Watauga County Schools","       109","        25","       102","-","        11","        53","       300"
"2016","960","Wayne County Public Schools","       262","       110","       593","*","        22","       275","     1,266"
"2016","970","Wilkes County Schools","       132","        48","       358","-","         6","        96","       640"
"2016","980","Wilson County Schools","       232","        93","       292","*","*","       167","       791"
"2016","990","Yadkin County Schools","        64","        34","       232","*","*","        72","       408"
"2016","995","Yancey County Schools","        24","        12","        58","-","-","        52","       146"
"2016","998","NCDPS Juvenile Education Services","-","-","*","-","-","*","*"
"2016","-","State Total","    36,185","    10,161","    36,697","       638","     1,003","    16,276","   100,960"
"2015","010","Alamance-Burlington Schools","       420","       132","       618","         6","        24","       285","     1,485"
"2015","01B","River Mill Academy","        13","*","        16","-","*","*","        38"
"2015","01C","Clover Garden","         9","         7","        12","-","-","*","        29"
"2015","01D","The Hawbridge School","         7","         8","         7","-","-","-","        22"
"2015","020","Alexander County Schools","        66","        38","       173","-","         6","        94","       377"
"2015","030","Alleghany County Schools","        15","         7","        45","-","*","        20","        89"
"2015","040","Anson County Schools","        73","        21","        90","-","*","        38","       223"
"2015","050","Ashe County Schools","        51","         8","       109","-","*","        29","       199"
"2015","060","Avery County Schools","        50","        12","        64","-","*","        41","       168"
"2015","06B","Williams Academy","*","-","         6","-","-","-","         8"
"2015","070","Beaufort County Schools","       111","        40","       191","*","*","       148","       494"
"2015","080","Bertie County Schools","        72","        17","        69","-","-","        33","       191"
"2015","090","Bladen County Schools","        82","        25","       124","-","*","        65","       300"
"2015","100","Brunswick County Schools","       230","        82","       363","-","*","       133","       810"
"2015","110","Buncombe County Schools","       484","       152","       765","         7","        18","       296","     1,722"
"2015","111","Asheville City Schools","       152","        44","        46","*","*","        53","       300"
"2015","120","Burke County Schools","       203","        80","       472","         6","         6","       197","       964"
"2015","130","Cabarrus County Schools","       795","       214","       651","         9","        38","       322","     2,029"
"2015","132","Kannapolis City Schools","        80","        42","       109","-","-","       115","       346"
"2015","140","Caldwell County Schools","       231","        53","       441","*","*","       111","       841"
"2015","150","Camden County Schools","        42","         9","        53","*","*","        35","       143"
"2015","160","Carteret County Public Schools","       219","        55","       209","         7","*","        61","       553"
"2015","170","Caswell County Schools","        39","        16","        75","*","         7","        22","       160"
"2015","180","Catawba County Schools","       430","       117","       505","-","        15","       189","     1,256"
"2015","181","Hickory City Schools","        67","        36","        98","-","-","        41","       242"
"2015","182","Newton Conover City Schools","        60","        35","        94","-","*","        16","       207"
"2015","190","Chatham County Schools","       179","        63","       229","*","         7","        73","       554"
"2015","19B","Woods Charter","        26","         8","         8","-","-","*","        45"
"2015","200","Cherokee County Schools","        71","        25","        98","-","*","        51","       247"
"2015","210","Edenton-Chowan Schools","        51","        31","        63","*","*","        24","       172"
"2015","220","Clay County Schools","        14","        13","        28","-","-","        12","        67"
"2015","230","Cleveland County Schools","       283","       153","       406","*","        41","       220","     1,105"
"2015","240","Columbus County Schools","        83","        28","       215","*","*","        43","       372"
"2015","241","Whiteville City Schools","        54","         9","        91","*","-","        20","       176"
"2015","24B","Flemington Academy","*","-","         7","-","*","*","        10"
"2015","250","Craven County Schools","       313","        54","       325","*","        18","       195","       907"
"2015","260","Cumberland County Schools","     1,476","       381","     1,033","        16","        38","       614","     3,558"
"2015","270","Currituck County Schools","        95","        12","        68","-","        17","        67","       259"
"2015","280","Dare County Schools","       125","        50","       116","*","*","        51","       345"
"2015","290","Davidson County Schools","       424","       125","       618","*","        20","       212","     1,402"
"2015","291","Lexington City Schools","        79","         8","        48","-","-","        20","       155"
"2015","292","Thomasville City Schools","        46","*","        65","-","-","        42","       156"
"2015","298","Deaf and Blind Schools","-","-","         6","-","-","         8","        14"
"2015","300","Davie County Schools","       141","        42","       165","*","         5","        50","       405"
"2015","310","Duplin County Schools","       129","        68","       246","*","*","       103","       551"
"2015","320","Durham Public Schools","       879","       323","       496","        40","        45","       365","     2,148"
"2015","32D","Kestrel Heights School","        30","         8","        24","*","-","         5","        68"
"2015","32L","Voyager Academy","        48","        13","        37","-","-","        13","       111"
"2015","330","Edgecombe County Public School","       104","        40","       189","-","        11","        94","       438"
"2015","340","Forsyth County Schools","     1,315","       493","     1,196","        14","        49","       530","     3,597"
"2015","34B","Quality Education Academy","         8","         9","-","*","-","*","        19"
"2015","34D","Carter G Woodson School","*","         6","*","-","-","-","        13"
"2015","350","Franklin County Schools","       156","        56","       220","        13","*","       105","       554"
"2015","360","Gaston County Schools","       577","       210","       856","        14","        33","       408","     2,098"
"2015","36B","Piedmont Community Charter School","        14","        10","        30","-","*","         6","        61"
"2015","370","Gates County Schools","        28","         9","        45","*","         5","        39","       127"
"2015","380","Graham County Schools","        20","         9","        37","-","-","        18","        84"
"2015","390","Granville County Schools","       143","        65","       280","*","         9","        90","       591"
"2015","400","Greene County Schools","        60","        15","       107","         5","-","        24","       211"
"2015","410","Guilford County Schools","     2,254","       654","     1,628","        17","        73","       699","     5,325"
"2015","41F","Triad Math and Science Academy","         6","*","         7","-","-","-","        16"
"2015","420","Halifax County Schools","        52","        19","        48","-","         9","        57","       185"
"2015","421","Roanoke Rapids City Schools","        41","        25","        86","-","*","        33","       186"
"2015","422","Weldon City Schools","        38","        13","        18","-","-","         8","        77"
"2015","430","Harnett County Schools","       272","       167","       548","        10","        15","       275","     1,287"
"2015","440","Haywood County Schools","       137","        48","       217","*","         9","        85","       498"
"2015","450","Henderson County Schools","       291","        99","       364","*","         7","       178","       940"
"2015","460","Hertford County Schools","        71","        29","        75","*","*","        17","       194"
"2015","470","Hoke County Schools","       155","        30","       129","*","         7","       114","       437"
"2015","480","Hyde County Schools","        12","         5","        15","-","-","*","        36"
"2015","490","Iredell-Statesville Schools","       600","       171","       592","        20","        16","       232","     1,631"
"2015","491","Mooresville City Schools","       155","        32","        99","-","        11","        95","       392"
"2015","49E","Pine Lake Preparatory","        60","        14","        27","-","*","*","       105"
"2015","500","Jackson County Schools","        67","        12","       104","-","*","        69","       253"
"2015","510","Johnston County Schools","       526","       245","       957","        12","        16","       440","     2,196"
"2015","51A","Neuse Charter School","        10","         7","        15","-","-","*","        34"
"2015","520","Jones County Schools","        12","*","        32","-","-","        30","        75"
"2015","530","Lee County Schools","       142","        64","       318","         5","        11","       146","       686"
"2015","540","Lenoir County Public Schools","       108","        63","       287","*","-","       121","       583"
"2015","550","Lincoln County Schools","       260","        90","       380","*","        18","       133","       882"
"2015","55A","Lincoln Charter School","        47","        17","        24","-","*","         8","        97"
"2015","560","Macon County Schools","        89","        17","        96","*","         5","        97","       305"
"2015","570","Madison County Schools","        47","        13","        68","-","-","        44","       172"
"2015","580","Martin County Schools","        46","        23","        84","         5","*","        27","       186"
"2015","58B","Bear Grass","*","-","        20","-","-","*","        27"
"2015","590","McDowell County Schools","       107","        27","       175","-","        14","        96","       419"
"2015","600","Charlotte-Mecklenburg Schools","     3,455","       833","     3,319","        40","        99","     1,251","     8,997"
"2015","60C","Kennedy Charter","         7","*","         8","-","*","*","        24"
"2015","60D","Lake Norman Charter","       123","        29","        31","-","*","         5","       189"
"2015","60G","Queen's Grant Community School","        26","        15","        66","*","*","         7","       116"
"2015","60H","Crossroads Charter High","*","*","        19","*","*","        12","        40"
"2015","60I","Community School of Davidson","        70","        24","        16","*","*","*","       117"
"2015","60U","Commonwealth High","-","-","        14","-","-","*","        15"
"2015","610","Mitchell County Schools","        31","         8","        52","*","*","        25","       119"
"2015","620","Montgomery County Schools","        44","        12","       142","-","*","        62","       262"
"2015","630","Moore County Schools","       249","        78","       406","        14","        11","       116","       874"
"2015","640","Nash-Rocky Mount Schools","       285","       122","       540","         9","        21","       158","     1,135"
"2015","64A","Rocky Mount Preparatory","        16","        11","        30","-","-","*","        61"
"2015","650","New Hanover County Schools","       663","       129","       637","*","        11","       200","     1,644"
"2015","660","Northampton County Schools","        23","        14","        37","-","*","        42","       120"
"2015","66A","Gaston College Preparatory","        33","        27","-","-","-","-","        60"
"2015","670","Onslow County Schools","       422","       137","       619","         5","        20","       342","     1,545"
"2015","680","Orange County Schools","       175","        69","       192","*","        14","        89","       543"
"2015","681","Chapel Hill-Carrboro Schools","       460","       234","       133","*","         8","        78","       916"
"2015","68N","PACE Academy","         7","-","        29","*","-","         7","        45"
"2015","690","Pamlico County Schools","        30","         5","        35","-","*","        38","       110"
"2015","700","Pasquotank County Schools","       128","        25","       138","-","        13","        48","       352"
"2015","710","Pender County Schools","       188","        44","       297","*","*","       127","       663"
"2015","720","Perquimans County Schools","        33","         8","        44","-","*","        22","       108"
"2015","730","Person County Schools","        61","        33","       131","*","*","        48","       275"
"2015","73B","Roxboro Community School","        94","*","*","-","-","-","        96"
"2015","740","Pitt County Schools","       560","       111","       664","         5","        17","       179","     1,536"
"2015","750","Polk County Schools","        40","        25","        70","*","-","        35","       171"
"2015","760","Randolph County Schools","       314","        93","       571","-","        20","       186","     1,184"
"2015","761","Asheboro City Schools","        73","        36","       150","*","*","        22","       283"
"2015","770","Richmond County Schools","       184","        55","       193","*","*","       113","       549"
"2015","780","Robeson County Schools","       588","        55","       495","         5","         5","       413","     1,561"
"2015","790","Rockingham County Schools","       242","        54","       448","-","*","       149","       895"
"2015","800","Rowan-Salisbury Schools","       359","       179","       511","         7","        55","       257","     1,368"
"2015","810","Rutherford County Schools","        94","        53","       341","         6","         6","        60","       560"
"2015","81A","Thomas Jefferson Class Academy","        43","        26","        11","-","*","*","        83"
"2015","820","Sampson County Schools","        97","        74","       216","*","         5","       143","       536"
"2015","821","Clinton City Schools","        66","        20","        74","-","-","        16","       176"
"2015","830","Scotland County Schools","       145","        27","       100","*","*","       110","       387"
"2015","840","Stanly County Schools","       125","        45","       265","*","        10","        89","       535"
"2015","84B","Gray Stone Day","        44","        29","         9","*","-","*","        85"
"2015","850","Stokes County Schools","       132","        57","       275","-","        12","        59","       535"
"2015","860","Surry County Schools","       133","        22","       313","-","*","       104","       574"
"2015","861","Elkin City Schools","        21","         6","        45","*","*","         8","        82"
"2015","862","Mount Airy City Schools","        39","        12","        61","-","-","        30","       142"
"2015","870","Swain County Schools","        27","        14","        69","-","-","        21","       131"
"2015","880","Transylvania County Schools","        53","        38","        88","-","*","        47","       227"
"2015","890","Tyrrell County Schools","        11","*","        14","-","-","        16","        42"
"2015","900","Union County Public Schools","     1,212","       402","       833","        10","        40","       322","     2,819"
"2015","90A","Union Academy","        52","        22","        32","-","-","*","       110"
"2015","910","Vance County Schools","        87","        65","       109","*","         6","       140","       408"
"2015","920","Wake County Schools","     5,022","     1,001","     2,805","        74","        97","     1,114","    10,113"
"2015","92F","Franklin Academy","        57","        13","        27","*","-","         5","       106"
"2015","92G","East Wake Academy","        31","        10","        23","-","*","*","        67"
"2015","92K","Raleigh Charter High School","        97","        31","         8","-","-","*","       137"
"2015","92P","Southern Wake Academy","        10","*","        25","-","-","         5","        42"
"2015","930","Warren County Schools","        44","        13","        48","*","         5","        47","       158"
"2015","93A","Haliwa-Saponi Tribal School","-","*","*","         5","-","*","        13"
"2015","940","Washington County Schools","        33","        13","        55","*","*","        21","       129"
"2015","950","Watauga County Schools","       122","        40","       126","-","         9","        50","       347"
"2015","960","Wayne County Public Schools","       262","       132","       577","        12","         8","       280","     1,271"
"2015","970","Wilkes County Schools","       114","        62","       399","*","         7","       106","       692"
"2015","980","Wilson County Schools","       205","        84","       292","*","        11","       180","       773"
"2015","990","Yadkin County Schools","        61","        24","       201","*","         6","       100","       394"
"2015","995","Yancey County Schools","        34","         9","        69","*","-","        46","       159"
"2015","-","State Total","    34,047","    10,302","    36,725","       499","     1,224","    16,049","    98,846"
"2014","010","Alamance-Burlington Schools","       393","       165","       632","*","        27","       232","     1,450"
"2014","01B","River Mill Academy","        17","         6","         9","-","-","*","        35"
"2014","01C","Clover Garden","         9","         5","        15","-","-","-","        29"
"2014","01D","The Hawbridge School","         8","*","         8","-","-","         6","        26"
"2014","020","Alexander County Schools","        66","        55","       185","-","         5","        79","       390"
"2014","030","Alleghany County Schools","        17","        10","        54","-","-","        26","       107"
"2014","040","Anson County Schools","        56","        23","        93","-","-","        48","       220"
"2014","050","Ashe County Schools","        53","        12","        97","*","*","        43","       209"
"2014","060","Avery County Schools","        45","        16","        58","-","         5","        42","       166"
"2014","06B","Crossnore Academy","*","*","*","-","-","-","         8"
"2014","070","Beaufort County Schools","       101","        41","       215","*","*","        81","       444"
"2014","080","Bertie County Schools","        59","        20","        65","        10","*","        35","       190"
"2014","090","Bladen County Schools","        76","        17","       160","*","*","        57","       312"
"2014","100","Brunswick County Schools","       206","        70","       432","*","         8","       146","       863"
"2014","110","Buncombe County Schools","       580","       148","       737","        12","        11","       240","     1,728"
"2014","111","Asheville City Schools","       141","        41","        63","*","-","        43","       290"
"2014","120","Burke County Schools","       203","        99","       514","*","         9","       166","       993"
"2014","130","Cabarrus County Schools","       741","       225","       680","        13","        42","       346","     2,047"
"2014","132","Kannapolis City Schools","        71","        27","       100","*","         5","        82","       289"
"2014","140","Caldwell County Schools","       239","        69","       477","         6","*","       107","       901"
"2014","150","Camden County Schools","        44","        13","        45","-","-","        23","       125"
"2014","160","Carteret County Public Schools","       229","        42","       198","         6","         5","        75","       555"
"2014","16A","Coastal Academy for Technology and Scien","-","-","         7","-","-","*","         8"
"2014","170","Caswell County Schools","        32","        34","        67","*","         6","        23","       163"
"2014","180","Catawba County Schools","       343","       117","       519","        10","        17","       224","     1,230"
"2014","181","Hickory City Schools","        87","        30","        94","*","*","        28","       245"
"2014","182","Newton Conover City Schools","        56","        38","        75","*","*","        31","       204"
"2014","190","Chatham County Schools","       157","        48","       203","*","*","        62","       475"
"2014","19B","Woods Charter","        25","         6","        10","*","-","*","        45"
"2014","200","Cherokee County Schools","        70","        21","       102","-","*","        62","       256"
"2014","210","Edenton-Chowan Schools","        40","        13","        60","-","*","        20","       134"
"2014","220","Clay County Schools","        33","        14","        28","-","-","        13","        88"
"2014","230","Cleveland County Schools","       256","       148","       381","*","        33","       213","     1,033"
"2014","240","Columbus County Schools","        76","        18","       258","*","*","        63","       419"
"2014","241","Whiteville City Schools","        42","        25","        73","-","-","        15","       155"
"2014","24B","Flemington Academy","-","-","         5","-","-","*","         7"
"2014","250","Craven County Schools","       295","        52","       311","*","        22","       202","       886"
"2014","260","Cumberland County Schools","     1,303","       405","       911","        17","        53","       600","     3,289"
"2014","270","Currituck County Schools","        87","        17","       112","*","         6","        64","       287"
"2014","280","Dare County Schools","       101","        58","       138","*","         8","        58","       364"
"2014","290","Davidson County Schools","       419","       139","       623","         7","        24","       199","     1,411"
"2014","291","Lexington City Schools","        53","        25","        75","-","-","        22","       175"
"2014","292","Thomasville City Schools","        31","         6","        62","-","-","        22","       121"
"2014","298","Deaf and Blind Schools","-","-","        10","-","-","         7","        17"
"2014","300","Davie County Schools","       165","        53","       165","*","         7","        59","       450"
"2014","310","Duplin County Schools","        83","        65","       241","*","*","        70","       466"
"2014","320","Durham Public Schools","       718","       321","       515","        25","        50","       465","     2,094"
"2014","32D","Kestrel Heights School","        12","        13","        13","-","*","         8","        48"
"2014","32L","Voyager Academy","        61","*","        21","-","-","*","        90"
"2014","330","Edgecombe County Public School","       200","        15","       172","-","*","        72","       462"
"2014","340","Forsyth County Schools","     1,486","       436","     1,039","         7","        46","       444","     3,458"
"2014","34B","Quality Education Academy","         6","        13","-","*","*","-","        23"
"2014","34D","Carter G Woodson School","*","*","         6","-","-","        10","        21"
"2014","350","Franklin County Schools","       158","        51","       200","        18","         7","        92","       526"
"2014","360","Gaston County Schools","       559","       241","       844","        11","        57","       390","     2,102"
"2014","36B","Piedmont Community Charter School","         9","        10","        27","-","-","         8","        54"
"2014","370","Gates County Schools","        32","         9","        51","-","-","        30","       122"
"2014","380","Graham County Schools","        21","*","        34","-","-","        14","        73"
"2014","390","Granville County Schools","       124","        73","       272","         8","        11","        63","       551"
"2014","400","Greene County Schools","        39","        29","        99","-","*","        46","       216"
"2014","410","Guilford County Schools","     2,310","       688","     1,500","        20","        61","       696","     5,275"
"2014","41F","Triad Math and Science Academy","-","-","-","-","-","        12","        12"
"2014","420","Halifax County Schools","        49","        17","        54","*","         6","        39","       166"
"2014","421","Roanoke Rapids City Schools","        49","        16","        77","-","-","        41","       183"
"2014","422","Weldon City Schools","        46","        14","        34","*","-","*","        97"
"2014","430","Harnett County Schools","       313","       136","       501","*","        18","       299","     1,271"
"2014","440","Haywood County Schools","       104","        40","       275","-","         5","       117","       541"
"2014","450","Henderson County Schools","       262","       112","       350","*","*","       165","       892"
"2014","460","Hertford County Schools","        72","        27","        87","*","        12","        27","       227"
"2014","470","Hoke County Schools","       184","        36","        91","-","         9","       106","       426"
"2014","480","Hyde County Schools","        11","         9","        19","-","-","         8","        47"
"2014","490","Iredell-Statesville Schools","       586","       149","       469","        11","        21","       347","     1,583"
"2014","491","Mooresville City Schools","        97","        19","       137","        15","        11","        69","       348"
"2014","49E","Pine Lake Preparatory","        52","        13","        22","-","-","         6","        93"
"2014","500","Jackson County Schools","        67","         9","       129","-","*","        45","       251"
"2014","510","Johnston County Schools","       471","       258","       885","         9","        19","       431","     2,073"
"2014","51A","Neuse Charter School","        14","*","         7","-","-","*","        27"
"2014","520","Jones County Schools","         7","         5","        17","-","*","        31","        61"
"2014","530","Lee County Schools","       129","        31","       323","*","         9","       127","       621"
"2014","540","Lenoir County Public Schools","       122","        46","       319","        11","*","        97","       597"
"2014","550","Lincoln County Schools","       240","        88","       396","-","        16","       120","       860"
"2014","55A","Lincoln Charter School","        46","        23","        18","*","-","*","        91"
"2014","560","Macon County Schools","        98","        26","       113","*","         7","        70","       315"
"2014","570","Madison County Schools","        36","        22","        61","-","-","        49","       168"
"2014","580","Martin County Schools","        70","        15","        84","         8","         7","        32","       216"
"2014","58B","Bear Grass","         5","-","        16","-","-","        14","        35"
"2014","590","McDowell County Schools","       118","        13","       112","-","        17","       123","       383"
"2014","600","Charlotte-Mecklenburg Schools","     3,320","       825","     3,107","        35","       117","     1,233","     8,637"
"2014","60C","Kennedy Charter","         5","*","        12","-","*","-","        22"
"2014","60D","Lake Norman Charter","       124","        27","        30","*","-","*","       185"
"2014","60G","Queen's Grant Community School","        36","        18","        39","-","*","         8","       102"
"2014","60H","Crossroads Charter High","         5","-","        40","-","*","        10","        58"
"2014","60I","Community School of Davidson","        51","        27","        24","-","-","         8","       110"
"2014","610","Mitchell County Schools","        37","         7","        55","-","*","        25","       125"
"2014","620","Montgomery County Schools","        48","        24","       136","*","*","        75","       285"
"2014","630","Moore County Schools","       270","        96","       425","         5","        14","       119","       929"
"2014","640","Nash-Rocky Mount Schools","       286","        98","       540","         8","        21","       132","     1,085"
"2014","64A","Rocky Mount Preparatory","        12","         9","        21","*","-","*","        47"
"2014","650","New Hanover County Schools","       653","       106","       610","        10","        13","       176","     1,568"
"2014","660","Northampton County Schools","        27","        16","        50","*","*","        11","       108"
"2014","66A","Gaston College Preparatory","        29","        24","         7","-","-","-","        60"
"2014","670","Onslow County Schools","       365","       147","       625","         7","        25","       326","     1,495"
"2014","680","Orange County Schools","       175","        62","       206","*","         8","        69","       521"
"2014","681","Chapel Hill-Carrboro Schools","       448","       184","       118","         7","         9","        80","       846"
"2014","68N","PACE Academy","         9","*","        21","*","-","         7","        42"
"2014","690","Pamlico County Schools","        19","         5","        55","*","*","        27","       111"
"2014","700","Pasquotank County Schools","        99","        34","       131","*","        12","        72","       350"
"2014","710","Pender County Schools","       153","        35","       247","*","         9","       104","       551"
"2014","720","Perquimans County Schools","        30","         8","        66","-","*","        13","       118"
"2014","730","Person County Schools","        80","        24","       152","-","         8","        39","       303"
"2014","73B","Roxboro Community School","        15","        25","        26","*","*","         6","        76"
"2014","740","Pitt County Schools","       488","       127","       716","*","        18","       178","     1,531"
