Year,LEA,LEA Name,INDIANMale,INDIANFemale,ASIANMale,ASIANFemale,HISPANICMale,HISPANICFemale,BLACKMale,BLACKFemale,WHITEMale,WHITEFemale,Total,TWO OR MORE RACESMale,TWO OR MORE RACESFemale,PACIFICISLANDMale,PACIFICISLANDFemale
2015,790,Rockingham County Schools,24,18,34,39,851,756,1330,1225,4180,3910,13032,318,336,4,7
2015,800,Rowan-Salisbury County Schools,33,36,105,120,1503,1442,1961,1751,6383,5967,19956,310,321,11,13
2015,810,Rutherford County Schools,16,16,18,18,294,276,558,496,3200,2943,8368,260,270,1,2
2015,820,Sampson County Schools,31,38,9,12,1543,1486,886,773,1776,1724,8588,146,154,3,7
2015,821,Clinton City Schools,45,51,11,17,362,380,606,562,468,447,3060,45,65,1,0
2015,830,Scotland County Schools,470,467,31,24,83,77,1462,1299,969,883,6010,130,112,2,1
2015,840,Stanly County Schools,16,10,139,136,315,344,584,563,3255,2967,8672,175,163,3,2
2015,850,Stokes County Schools,6,9,10,13,151,146,114,88,2922,2782,6446,103,95,3,4
2015,860,Surry County Schools,7,3,18,17,886,895,103,86,3137,2957,8289,98,75,3,4
2015,861,Elkin City Schools,0,0,3,5,108,108,33,20,466,445,1230,28,14,0,0
2015,862,Mount Airy City Schools,0,0,9,12,156,137,67,73,553,556,1632,36,33,0,0
2015,870,Swain County Schools,251,224,4,6,45,51,21,7,677,624,1994,42,40,1,1
2015,880,Transylvania County Schools,5,4,8,14,123,98,85,92,1499,1426,3537,81,93,4,5
2015,890,Tyrrell County Schools,0,0,7,9,42,49,97,97,128,102,576,19,25,0,1
2015,900,Union County Schools,67,41,525,540,3354,3139,2779,2580,14102,13172,41379,561,498,14,7
2015,910,Vance County Schools,3,2,26,25,428,426,2050,2016,749,612,6501,79,83,1,1
2015,920,Wake County Schools,277,228,5543,5449,12990,12379,18999,18557,38453,36082,155074,2965,2977,81,94
2015,930,Warren County Schools,69,91,3,6,92,80,778,771,224,190,2346,21,20,1,0
2015,940,Washington County Schools,0,2,1,5,76,60,580,541,165,155,1609,7,17,0,0
2015,950,Watauga County Schools,3,2,21,32,192,152,31,18,1923,1839,4329,65,48,2,1
2015,960,Wayne County Schools,22,19,113,101,1951,1816,3464,3244,3964,3505,19021,403,398,7,14
2015,970,Wilkes County Schools,15,12,15,18,649,655,214,197,4081,3729,9890,163,140,0,2
2015,980,Wilson County Schools,13,11,86,79,1085,1072,2817,2756,2104,1968,12341,170,172,6,2
2015,990,Yadkin County Schools,14,5,11,9,642,577,91,75,2048,1845,5423,46,51,2,7
2015,995,Yancey County Schools,3,2,0,1,148,128,11,4,1016,899,2235,16,7,0,0
2016,260,Cumberland County Schools,481,438,448,436,3168,3006,11706,11235,8074,7482,50485,1861,1913,116,121
2016,270,Currituck County Schools,3,3,6,13,87,117,115,106,1665,1573,3999,155,153,0,3
2016,280,Dare County Schools,5,5,22,22,363,341,61,66,1969,1927,4984,97,99,3,4
2016,290,Davidson County Schools,25,38,115,129,852,750,363,309,8520,7801,19366,244,211,5,4
2016,291,Lexington City Schools,8,6,83,62,509,503,463,449,408,367,3062,92,107,1,4
2016,292,Thomasville City Schools,7,2,7,9,384,351,441,462,298,266,2390,84,77,1,1
2016,300,Davie County Schools,6,10,15,40,413,404,190,202,2522,2227,6323,144,148,0,2
2016,310,Duplin County Schools,41,36,14,15,2037,1875,1157,1108,1690,1597,9760,80,96,6,8
2016,320,Durham County Schools,63,46,430,371,4844,4699,7948,7985,3180,2947,33502,467,492,16,14
2016,330,Edgecombe County Schools,0,7,2,4,316,271,1736,1655,919,924,5960,57,67,0,2
2016,340,Forsyth County Schools,60,59,659,689,6803,6495,8068,7385,11131,10720,54278,1095,1062,30,22
2016,350,Franklin County Schools,20,20,18,27,726,702,1322,1285,2150,1904,8470,142,148,1,5
2016,360,Gaston County Schools,44,29,235,219,1872,1787,3468,3298,10025,9246,31555,690,620,10,12
2016,370,Gates County Schools,2,6,1,0,13,15,281,279,488,472,1625,35,32,0,1
2016,380,Graham County Schools,106,81,1,2,22,19,3,0,496,435,1173,6,2,0,0
2016,390,Granville County Schools,8,15,29,21,620,623,1385,1284,1948,1689,7918,149,144,1,2
2016,400,Greene County Schools,2,6,4,0,504,475,597,597,487,456,3174,28,18,0,0
2016,410,Guilford County Schools,153,173,2204,2054,5238,5040,14777,14526,12713,11876,71681,1390,1424,58,55
2016,420,Halifax County Schools,83,69,3,1,40,61,1198,1113,65,55,2739,25,20,4,2
2016,421,Roanoke Rapids City Schools,6,4,37,25,79,80,379,378,948,846,2863,33,46,1,1
2016,422,Weldon City Schools,0,3,0,1,5,3,423,412,7,24,891,6,7,0,0
2016,430,Harnett County Schools,109,92,75,77,2003,1946,2634,2394,5213,4771,20543,613,556,28,32
2016,440,Haywood County Schools,32,21,15,24,271,302,39,35,3282,2997,7173,80,69,3,3
2016,450,Henderson County Schools,10,9,79,89,1675,1509,292,270,4722,4434,13698,268,275,36,30
2016,460,Hertford County Schools,5,17,13,8,53,49,1131,1192,244,186,2948,26,22,0,2
2016,470,Hoke County Schools,404,411,44,27,911,835,1558,1444,1147,1099,8411,271,244,10,6
2016,480,Hyde County Schools,0,0,0,0,56,59,72,68,178,137,590,11,9,0,0
2016,490,Iredell-Statesville Schools,15,17,261,304,1297,1266,1525,1463,7316,6652,20743,284,325,5,13
2016,491,Mooresville City Schools,4,6,56,60,352,285,480,448,2096,1959,6040,144,140,5,5
2016,500,Jackson County Schools,135,159,23,29,250,218,36,21,1448,1300,3724,51,48,1,5
2016,510,Johnston County Schools,75,59,124,121,3913,3711,2853,2666,10296,9655,34596,555,544,14,10
2016,520,Jones County Schools,1,0,1,3,54,57,224,210,260,246,1093,22,15,0,0
2016,530,Lee County Schools,41,30,40,43,1716,1664,1083,1081,2098,1942,10061,153,165,3,2
2016,540,Lenoir County Schools,11,6,26,32,575,576,2184,2050,1660,1624,8953,116,87,4,2
2016,550,Lincoln County Schools,7,9,48,37,601,653,369,341,4739,4277,11494,220,186,2,5
2016,560,Macon County Schools,6,13,25,17,374,382,22,14,1787,1637,4377,38,58,3,1
2016,570,Madison County Schools,2,1,2,7,52,35,5,4,1199,1085,2417,14,10,1,0
2016,580,Martin County Schools,2,0,16,8,130,105,837,867,610,604,3259,42,38,0,0
2016,590,McDowell County Schools,15,14,33,31,410,368,87,95,2633,2356,6245,101,98,3,1
2016,600,Charlotte-Mecklenburg County Schools,336,342,4478,4316,16462,15584,29358,28526,21743,21172,145952,1764,1704,77,90
2016,610,Mitchell County Schools,0,2,6,8,83,80,4,1,904,786,1896,5,16,0,1
2016,620,Montgomery County Schools,2,1,34,41,693,644,410,382,865,829,4019,61,52,2,3
2016,630,Moore County Schools,85,73,69,76,818,780,1122,1047,4320,4003,12830,228,197,5,7
2016,640,Nash-Rocky Mount Schools,38,46,62,48,979,881,4163,3942,2660,2342,15657,223,259,8,6
2016,650,New Hanover County Schools,47,38,215,184,1575,1578,2724,2637,8297,7780,26087,486,493,24,9
2016,660,Northampton County Schools,2,5,4,2,44,33,758,661,155,134,1857,26,32,1,0
2016,670,Onslow County Schools,77,63,179,160,1779,1694,2601,2381,7635,7302,25980,1016,998,52,43
2016,680,Orange County Schools,11,12,33,54,752,738,610,546,2395,2089,7534,138,150,2,4
2016,681,Chapel-Hill/Carrboro City Schools,19,22,909,881,968,908,676,647,3204,2994,11982,388,363,1,2
2016,690,Pamlico County Schools,3,2,4,5,45,54,156,137,407,414,1295,37,31,0,0
2016,700,Pasquotank County Schools,6,11,34,16,196,204,1317,1222,1289,1221,5786,132,131,4,3
2016,710,Pender County Schools,31,15,20,28,589,566,668,679,3136,2953,8985,130,164,3,3
2016,720,Perquimans County Schools,3,1,2,4,27,27,227,237,578,544,1708,30,28,0,0
2016,730,Person County Schools,14,11,9,4,203,195,838,759,1274,1082,4604,103,110,0,2
2016,740,Pitt County Schools,23,26,168,180,1337,1272,5744,5571,4402,3924,23474,428,388,5,6
2016,750,Polk County Schools,4,1,4,1,137,123,71,51,861,835,2176,42,46,0,0
2016,760,Randolph County Schools,44,43,124,114,1512,1421,361,300,6858,6244,17631,315,286,3,6
2016,761,Asheboro City Schools,2,4,33,50,1104,989,345,326,831,827,4713,98,104,0,0
2016,770,Richmond County Schools,158,114,21,28,395,405,1352,1330,1704,1617,7431,150,149,4,4
2016,780,Robeson County Schools,5033,4869,76,58,1794,1682,2989,2786,1660,1563,23445,458,450,7,20
2016,790,Rockingham County Schools,20,19,40,40,874,768,1256,1171,4045,3844,12733,316,331,3,6
2016,800,Rowan-Salisbury County Schools,29,31,118,107,1552,1516,1966,1701,6248,5765,19727,338,336,9,11
2016,810,Rutherford County Schools,13,13,19,18,298,270,524,474,3186,2924,8285,263,281,0,2
2016,820,Sampson County Schools,30,38,8,10,1582,1453,866,772,1725,1678,8452,135,147,2,6
2016,821,Clinton City Schools,40,47,9,15,399,412,611,558,436,431,3065,44,62,1,0
2016,830,Scotland County Schools,460,476,30,25,86,82,1403,1285,953,817,5871,129,119,3,3
2016,840,Stanly County Schools,14,10,134,155,342,374,555,545,3172,2902,8582,194,178,4,3
2016,850,Stokes County Schools,7,10,9,10,134,152,103,82,2843,2645,6184,96,88,3,2
2016,860,Surry County Schools,7,2,16,15,934,910,107,88,3006,2953,8215,100,76,1,0
2016,861,Elkin City Schools,0,0,3,5,121,113,25,22,451,414,1199,28,17,0,0
2016,862,Mount Airy City Schools,0,1,9,10,153,138,70,70,555,536,1605,30,33,0,0
2016,870,Swain County Schools,235,222,5,5,48,47,9,6,676,601,1937,41,41,0,1
2016,880,Transylvania County Schools,6,5,7,13,126,107,83,90,1463,1375,3467,82,101,4,5
2016,890,Tyrrell County Schools,1,0,10,9,43,58,97,101,131,83,577,18,25,0,1
2016,900,Union County Schools,62,40,619,628,3610,3314,2757,2620,14017,13067,41954,637,569,9,5
2016,910,Vance County Schools,6,4,30,26,450,430,1996,1988,697,606,6421,98,84,3,3
2016,920,Wake County Schools,242,204,6049,5861,13490,12924,18812,18394,38435,36216,156644,2899,2930,92,96
2016,930,Warren County Schools,63,82,1,5,90,76,736,741,210,187,2239,23,23,2,0
2016,940,Washington County Schools,1,1,2,5,68,53,586,524,142,141,1551,13,15,0,0
2016,950,Watauga County Schools,4,4,23,31,189,163,30,18,1913,1814,4312,57,62,3,1
2016,960,Wayne County Schools,19,17,121,118,2028,1884,3344,3183,3857,3381,18713,368,366,12,15
2016,970,Wilkes County Schools,13,12,21,25,662,659,202,174,3923,3617,9656,185,161,1,1
2016,980,Wilson County Schools,15,13,83,65,1145,1110,2786,2750,2017,1864,12200,171,175,5,1
2016,990,Yadkin County Schools,11,5,11,12,646,606,88,70,2006,1801,5384,59,59,2,8
2016,995,Yancey County Schools,2,5,0,2,154,127,9,6,998,877,2206,17,9,0,0
2013,10,Alamance-Burlington Schools,36,55,150,137,2506,2512,2428,2291,6010,5486,22399,375,383,20,10
2013,20,Alexander County Schools,3,6,58,51,203,198,103,100,2309,2177,5364,80,76,0,0
2013,30,Alleghany County Schools,1,0,2,0,129,124,6,2,530,580,1390,6,10,0,0
2013,40,Anson County Schools,12,8,29,32,55,61,1039,1072,627,624,3650,48,41,0,2
2013,50,Ashe County Schools,1,3,7,6,151,125,7,6,1453,1396,3193,18,20,0,0
2013,60,Avery County Schools,0,2,6,3,93,93,4,2,959,946,2137,12,13,1,3
2013,70,Beaufort County Schools,8,2,8,11,486,473,1165,1110,1862,1659,7040,119,133,1,3
2013,80,Bertie County Schools,9,7,3,3,27,27,1086,1085,202,188,2662,14,11,0,0
2013,90,Bladen County Schools,26,33,2,8,355,348,1048,969,1037,960,4982,92,103,1,0
2013,100,Brunswick County Schools,61,48,34,38,656,637,1020,949,4295,4105,12357,258,247,5,4
2013,110,Buncombe County Schools,53,34,160,203,1687,1600,798,777,9914,9315,25661,555,513,24,28
2013,111,Asheville City Schools,7,2,19,34,137,132,552,523,1257,1188,4141,153,133,3,1
2013,120,Burke County Schools,10,13,451,358,699,677,387,321,4827,4567,12881,267,294,4,6
2013,130,Cabarrus County Schools,64,50,436,413,2053,1976,2802,2735,9555,8774,29943,545,509,12,19
2013,132,Kannapolis City Schools,3,6,53,38,660,575,777,714,1111,1070,5256,135,111,2,1
2013,140,Caldwell County Schools,7,8,40,41,560,501,346,359,5022,4985,12374,272,231,2,0
2013,150,Camden County Schools,4,4,13,14,22,26,135,104,775,738,1916,37,41,2,1
2013,160,Carteret County Schools,20,23,40,45,295,259,300,266,3490,3276,8510,253,227,6,10
2013,170,Caswell County Schools,3,2,3,4,90,76,508,496,845,677,2802,45,53,0,0
2013,180,Catawba County Schools,14,18,560,586,1099,1072,448,441,6268,5883,17084,327,357,6,5
2013,181,Hickory City Schools,6,2,81,102,472,441,506,462,1063,978,4375,128,133,0,1
2013,182,Newton-Conover City Schools,2,0,77,70,341,342,241,190,778,731,2952,73,105,1,1
2013,190,Chatham County Schools,12,6,33,42,1166,1101,506,507,2290,2152,8118,151,151,1,0
2013,200,Cherokee County Schools,23,29,13,9,68,69,30,26,1606,1429,3366,28,35,0,1
2013,210,Edenton-Chowan County Schools,2,0,4,6,53,57,479,480,563,521,2242,32,42,2,1
2013,220,Clay County Schools,1,3,0,3,30,23,8,4,642,578,1313,10,9,1,1
2013,230,Cleveland County Schools,9,8,63,63,374,361,1999,1974,5219,4696,15450,338,343,2,1
2013,240,Columbus County Schools,168,195,1,3,269,256,1009,1013,1711,1618,6351,50,54,2,2
2013,241,Whiteville City Schools,20,19,5,3,80,94,478,476,516,513,2295,53,36,1,1
2013,250,Craven County Schools,24,25,244,258,623,660,2143,2125,4097,3771,14699,331,370,18,10
2013,260,Cumberland County Schools,507,481,458,443,3009,2917,11871,11301,8905,8240,51817,1733,1751,93,108
2013,270,Currituck County Schools,4,4,5,10,82,85,101,99,1522,1555,3845,181,194,0,3
2013,280,Dare County Schools,2,5,17,27,296,274,71,72,2082,1929,4929,81,73,0,0
2013,290,Davidson County Schools,28,36,92,119,688,606,343,275,9005,8536,20095,194,162,8,3
2013,291,Lexington City Schools,11,7,77,63,496,479,500,485,420,376,3048,67,61,3,3
2013,292,Thomasville City Schools,12,10,15,16,347,363,466,463,306,293,2439,71,74,2,1
2013,300,Davie County Schools,4,12,11,29,385,387,199,189,2627,2389,6479,120,125,1,1
2013,310,Duplin County Schools,26,19,10,12,1820,1617,1168,1161,1750,1649,9371,67,69,1,2
2013,320,Durham County Schools,49,53,429,369,3936,3896,8202,8260,3215,3062,32472,482,482,18,19
2013,330,Edgecombe County Schools,3,4,7,13,321,278,1951,1912,1081,1001,6683,52,56,1,3
2013,340,Forsyth County Schools,55,68,586,637,5806,5693,7934,7393,11834,11032,53162,1056,1015,30,23
2013,350,Franklin County Schools,20,16,20,18,658,597,1325,1302,2277,2108,8615,126,140,3,5
2013,360,Gaston County Schools,39,35,225,211,1497,1472,3226,3105,10459,9711,31189,612,581,9,7
2013,370,Gates County Schools,2,3,1,0,11,15,319,305,520,490,1729,33,28,1,1
2013,380,Graham County Schools,96,83,1,0,19,13,2,0,497,475,1193,6,1,0,0
2013,390,Granville County Schools,13,17,20,16,530,511,1457,1305,2286,2003,8497,166,169,1,3
2013,400,Greene County Schools,0,3,3,1,452,436,620,618,514,494,3179,19,17,0,2
2013,410,Guilford County Schools,198,216,2141,2001,4340,4214,14851,14651,14013,12997,72461,1349,1381,54,55
2013,420,Halifax County Schools,116,90,5,1,47,54,1493,1437,88,61,3424,15,14,2,1
2013,421,Roanoke Rapids City Schools,4,7,29,17,66,65,374,391,1053,1004,3067,23,29,3,2
2013,422,Weldon City Schools,0,4,1,3,5,4,465,455,12,17,974,5,3,0,0
2013,430,Harnett County Schools,99,95,53,56,1761,1742,2627,2493,5370,5061,20419,546,469,24,23
2013,440,Haywood County Schools,33,33,12,26,243,250,37,37,3459,3255,7535,72,75,2,1
2013,450,Henderson County Schools,17,15,82,87,1397,1265,257,240,4892,4720,13508,252,249,17,18
2013,460,Hertford County Schools,6,15,11,4,32,38,1181,1227,278,209,3032,17,13,0,1
2013,470,Hoke County Schools,443,466,38,34,712,691,1542,1473,1177,1045,8127,243,254,2,7
2013,480,Hyde County Schools,0,0,0,0,37,49,78,75,174,133,563,10,7,0,0
2013,490,Iredell-Statesville Schools,20,18,272,321,1196,1179,1505,1470,7792,7101,21377,227,259,4,13
2013,491,Mooresville City Schools,0,5,63,72,244,211,445,387,2146,1999,5777,104,91,5,5
2013,500,Jackson County Schools,163,172,18,26,183,150,27,19,1470,1308,3598,25,31,1,5
2013,510,Johnston County Schools,83,80,117,101,3361,3209,2729,2620,10316,9648,33361,555,520,12,10
2013,520,Jones County Schools,6,3,2,3,38,44,257,251,271,251,1155,13,16,0,0
2013,530,Lee County Schools,33,35,24,39,1551,1517,1082,1028,2203,2045,9849,144,141,5,2
2013,540,Lenoir County Schools,15,8,30,31,535,500,2132,1965,1891,1754,9084,119,98,3,3
2013,550,Lincoln County Schools,7,16,42,35,628,605,369,341,4907,4437,11693,164,138,0,4
2013,560,Macon County Schools,6,12,18,10,301,285,15,19,1856,1708,4359,54,71,3,1
2013,570,Madison County Schools,8,6,2,8,56,37,6,3,1296,1149,2600,15,14,0,0
2013,580,Martin County Schools,2,3,13,8,109,77,867,904,728,685,3473,38,39,0,0
2013,590,McDowell County Schools,12,13,28,32,369,324,100,93,2658,2501,6383,123,129,1,0
2013,600,Charlotte-Mecklenburg County Schools,335,325,3704,3666,13296,12724,29806,29034,22659,21959,141061,1768,1785,0,0
2013,610,Mitchell County Schools,0,2,3,8,67,73,2,1,975,863,2013,5,13,0,1
2013,620,Montgomery County Schools,2,2,44,40,661,640,413,411,944,905,4146,35,40,3,6
2013,630,Moore County Schools,76,66,66,64,742,718,1170,1100,4269,4049,12674,189,155,7,3
2013,640,Nash-Rocky Mount Schools,39,38,67,62,898,807,4136,4002,2951,2722,16393,320,340,6,5
2013,650,New Hanover County Schools,53,54,193,201,1254,1189,2770,2605,8168,7610,25016,448,438,21,12
2013,660,Northampton County Schools,2,7,2,1,37,22,902,785,168,154,2110,14,16,0,0
2013,670,Onslow County Schools,79,75,151,126,1443,1390,2522,2308,7626,7441,24983,858,869,50,45
2013,680,Orange County Schools,14,16,20,33,582,577,623,574,2471,2228,7381,104,136,3,0
2013,681,Chapel-Hill/Carrboro City Schools,32,31,936,898,898,832,755,681,3218,3028,12122,416,392,2,3
2013,690,Pamlico County Schools,4,5,2,1,32,29,157,151,448,408,1281,24,20,0,0
2013,700,Pasquotank County Schools,8,11,29,14,153,144,1276,1260,1393,1293,5792,95,108,4,4
2013,710,Pender County Schools,24,16,14,23,504,462,716,722,2973,2820,8499,107,106,9,3
2013,720,Perquimans County Schools,2,2,2,2,17,19,266,273,576,577,1790,30,24,0,0
2013,730,Person County Schools,12,12,3,2,196,203,841,784,1283,1173,4726,109,105,2,1
2013,740,Pitt County Schools,28,21,153,155,1183,1126,5728,5501,4687,4201,23495,349,355,5,3
2013,750,Polk County Schools,3,2,4,3,132,134,74,57,902,917,2299,35,36,0,0
2013,760,Randolph County Schools,52,64,114,107,1385,1259,350,336,7384,6845,18410,259,249,2,4
2013,761,Asheboro City Schools,9,6,30,42,930,893,356,362,942,963,4715,77,102,0,3
2013,770,Richmond County Schools,169,143,33,34,371,336,1442,1382,1801,1681,7625,115,115,2,1
2013,780,Robeson County Schools,5150,4959,101,86,1480,1404,3064,2950,1909,1768,23697,410,398,8,10
2013,790,Rockingham County Schools,24,24,27,31,805,716,1373,1299,4377,4070,13426,325,343,3,9
2013,800,Rowan-Salisbury County Schools,28,27,102,125,1361,1284,1942,1779,6511,6215,19954,275,285,6,14
2013,810,Rutherford County Schools,18,21,19,24,269,266,555,523,3341,3063,8670,283,287,0,1
2013,820,Sampson County Schools,35,40,5,13,1459,1382,933,835,1821,1819,8647,149,150,2,4
2013,821,Clinton City Schools,48,45,16,18,303,308,600,584,501,468,2997,47,57,0,2
2013,830,Scotland County Schools,473,455,31,34,73,78,1482,1336,989,949,6129,109,116,1,3
2013,840,Stanly County Schools,13,8,140,137,300,301,566,559,3379,3057,8764,150,153,0,1
2013,850,Stokes County Schools,7,7,12,11,155,154,133,108,2943,2934,6728,137,122,2,3
2013,860,Surry County Schools,9,4,21,19,856,836,110,93,3235,3038,8382,85,68,3,5
2013,861,Elkin City Schools,0,0,5,5,103,107,22,18,449,455,1201,23,14,0,0
2013,862,Mount Airy City Schools,0,1,10,16,146,132,84,87,598,564,1696,26,32,0,0
2013,870,Swain County Schools,236,229,2,5,36,49,12,8,678,627,1952,39,30,0,1
2013,880,Transylvania County Schools,6,5,11,22,108,98,81,96,1537,1433,3569,76,90,2,4
2013,890,Tyrrell County Schools,1,0,9,7,49,43,93,98,125,104,565,15,21,0,0
2013,900,Union County Schools,59,41,399,391,3034,2884,2737,2565,14059,13240,40356,493,438,10,6
2013,910,Vance County Schools,6,10,22,14,430,450,2150,2034,817,701,6812,92,86,0,0
2013,920,Wake County Schools,276,233,4801,4852,11682,11332,18502,17987,37830,35579,149336,3101,3161,0,0
2013,930,Warren County Schools,63,102,3,2,83,71,812,783,224,194,2387,25,24,0,1
2013,940,Washington County Schools,0,0,0,4,62,62,610,559,196,180,1704,10,21,0,0
2013,950,Watauga County Schools,4,4,16,31,151,153,29,17,1977,1920,4439,80,54,2,1
2013,960,Wayne County Schools,16,16,105,95,1717,1710,3394,3240,4142,3708,19206,529,515,6,13
2013,970,Wilkes County Schools,9,7,14,11,596,625,211,198,4061,3860,9876,143,140,0,1
2013,980,Wilson County Schools,13,10,78,72,979,944,2867,2748,2217,2144,12403,168,156,5,2
2013,990,Yadkin County Schools,6,5,7,9,598,553,104,83,2189,1967,5621,48,46,1,5
2013,995,Yancey County Schools,4,4,0,5,139,105,12,7,1062,912,2281,14,17,0,0
2014,10,Alamance-Burlington Schools,46,51,158,141,2657,2600,2462,2297,5897,5423,22615,422,431,18,12
2014,20,Alexander County Schools,4,7,51,50,213,212,107,100,2232,2121,5290,102,90,0,1
2014,30,Alleghany County Schools,2,2,1,2,154,147,8,3,551,572,1471,13,16,0,0
2014,40,Anson County Schools,8,5,29,25,57,66,1030,1046,623,620,3602,46,47,0,0
2014,50,Ashe County Schools,0,3,10,7,165,133,9,7,1411,1372,3174,28,29,0,0
2014,60,Avery County Schools,0,2,4,8,108,109,3,3,934,941,2155,18,23,1,1
2014,70,Beaufort County Schools,7,3,7,10,495,492,1201,1118,1799,1638,7030,128,128,2,2
2014,80,Bertie County Schools,7,5,4,2,26,27,1075,1049,208,187,2632,21,19,1,1
2014,90,Bladen County Schools,26,35,3,4,374,359,947,898,975,895,4725,103,104,2,0
2014,100,Brunswick County Schools,59,55,42,38,697,696,1005,932,4365,4033,12470,275,262,5,6
2014,110,Buncombe County Schools,52,33,159,216,1758,1705,840,813,9703,9067,25530,594,527,33,30
2014,111,Asheville City Schools,5,3,18,36,135,161,511,484,1317,1257,4230,162,134,5,2
2014,120,Burke County Schools,9,11,463,367,737,703,362,299,4826,4448,12810,288,288,5,4
2014,130,Cabarrus County Schools,65,52,439,420,2131,2097,2881,2870,9315,8638,30093,585,561,15,24
2014,132,Kannapolis City Schools,11,17,42,38,692,636,781,710,1030,1031,5310,167,151,3,1
2014,140,Caldwell County Schools,4,6,42,46,574,494,334,339,4985,4853,12171,269,224,1,0
2014,150,Camden County Schools,3,3,14,12,21,25,129,99,794,717,1903,39,45,1,1
2014,160,Carteret County Schools,16,23,39,40,323,290,304,269,3439,3216,8428,246,208,6,9
2014,170,Caswell County Schools,4,3,3,5,91,80,493,496,812,660,2748,48,53,0,0
2014,180,Catawba County Schools,12,16,575,556,1143,1123,454,439,6092,5719,16882,360,382,6,5
2014,181,Hickory City Schools,4,1,82,89,469,422,500,431,1024,975,4281,133,148,1,2
2014,182,Newton-Conover City Schools,3,2,92,77,367,355,248,190,802,767,3076,74,99,0,0
2014,190,Chatham County Schools,13,7,41,43,1245,1157,503,498,2244,2131,8229,171,175,1,0
2014,200,Cherokee County Schools,17,25,12,10,72,73,26,25,1588,1394,3328,39,47,0,0
2014,210,Edenton-Chowan County Schools,5,1,5,6,51,60,482,486,550,507,2225,34,38,0,0
2014,220,Clay County Schools,2,3,0,4,35,24,8,2,636,589,1319,8,6,1,1
2014,230,Cleveland County Schools,6,10,58,64,385,361,1972,1950,5085,4560,15138,344,340,2,1
2014,240,Columbus County Schools,156,195,2,2,281,250,944,968,1646,1574,6119,46,52,1,2
2014,241,Whiteville City Schools,16,17,6,3,89,106,504,472,480,469,2262,59,40,0,1
2014,250,Craven County Schools,24,24,277,280,627,650,2133,2109,3909,3652,14449,333,397,19,15
2014,260,Cumberland County Schools,497,468,474,450,3000,2860,11873,11341,8670,7926,51471,1825,1868,104,115
2014,270,Currituck County Schools,6,4,6,13,77,98,118,105,1560,1555,3904,180,179,0,3
2014,280,Dare County Schools,4,5,19,24,317,311,64,73,2042,1982,5023,91,91,0,0
2014,290,Davidson County Schools,35,42,105,124,737,642,349,290,8841,8282,19897,238,202,6,4
2014,291,Lexington City Schools,12,7,81,61,499,481,469,471,402,371,3064,105,99,3,3
2014,292,Thomasville City Schools,10,14,13,15,336,358,439,429,288,293,2341,65,77,3,1
2014,300,Davie County Schools,3,12,10,34,395,401,173,178,2607,2335,6404,116,138,1,1
2014,310,Duplin County Schools,43,37,14,16,1922,1666,1178,1147,1737,1652,9647,109,110,8,8
2014,320,Durham County Schools,83,82,441,380,4268,4172,8287,8260,3244,3025,33349,534,537,18,18
2014,330,Edgecombe County Schools,1,6,1,7,321,264,1801,1759,960,875,6116,53,65,1,2
2014,340,Forsyth County Schools,58,76,573,654,6033,5831,7922,7366,11684,10975,53413,1088,1099,28,26
2014,350,Franklin County Schools,19,18,13,23,662,637,1370,1356,2279,2031,8688,134,139,1,6
2014,360,Gaston County Schools,38,28,233,228,1614,1514,3286,3123,10304,9646,31268,647,590,9,8
2014,370,Gates County Schools,2,3,1,0,13,15,303,294,517,452,1660,33,25,1,1
2014,380,Graham County Schools,98,83,1,0,19,15,3,0,505,457,1188,6,1,0,0
2014,390,Granville County Schools,8,16,20,15,552,541,1421,1279,2103,1834,8153,187,176,1,0
2014,400,Greene County Schools,7,9,3,0,473,429,604,611,501,465,3151,30,17,0,2
2014,410,Guilford County Schools,183,205,2115,2021,4625,4475,14881,14735,13472,12528,72112,1366,1378,63,65
2014,420,Halifax County Schools,109,84,6,1,41,53,1407,1338,90,64,3250,31,23,1,2
2014,421,Roanoke Rapids City Schools,4,4,32,25,59,62,356,365,1025,936,2985,49,64,0,4
2014,422,Weldon City Schools,0,4,4,1,2,4,494,490,12,15,1039,7,6,0,0
2014,430,Harnett County Schools,115,112,62,66,1847,1816,2564,2386,5201,4880,20243,606,542,22,24
2014,440,Haywood County Schools,31,29,12,26,263,245,41,44,3526,3057,7433,81,75,1,2
2014,450,Henderson County Schools,11,11,82,81,1422,1311,260,262,4887,4641,13512,258,237,21,28
2014,460,Hertford County Schools,5,15,14,6,43,42,1208,1217,270,201,3060,23,15,0,1
2014,470,Hoke County Schools,415,440,42,31,755,713,1560,1494,1180,1097,8240,251,255,2,5
2014,480,Hyde County Schools,0,0,0,0,44,50,76,72,183,144,592,12,9,0,2
2014,490,Iredell-Statesville Schools,23,19,266,313,1201,1182,1504,1435,7538,6885,20936,257,295,6,12
2014,491,Mooresville City Schools,0,6,64,68,272,236,447,392,2159,1933,5863,151,125,5,5
2014,500,Jackson County Schools,159,167,24,29,208,176,25,18,1478,1316,3677,35,36,1,5
2014,510,Johnston County Schools,79,70,102,106,3566,3329,2804,2600,10421,9633,33884,575,570,19,10
2014,520,Jones County Schools,2,1,1,2,47,50,249,222,278,238,1115,15,10,0,0
